global_mass,global_volume,global_width,global_length,global_surface_area,global_divide,global_dead,cell_counts_AcrAB-TolC_RNA,cell_counts_AcrAB-TolC,cell_AcrAB-TolC_RNA,cell_AcrAB-TolC,cell_antibiotic,cell_porin,external_antibiotic,fluxes_import,time
1339.0,1.2172727272727277e-15,1.0,1.8832131064245905,5.130890296890058,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1e-20,1.0,0.0,0.0
1339.3867742141856,1.2176243401947146e-15,1.0,1.8836607939013041,5.132296748578006,0.0,0.0,733.0,0.0,0.001,0.0,0.5000004107542942,1e-20,0.9999999995,0.0,1.0
1339.7736601492768,1.217976054681161e-15,1.0,1.884108610693904,5.133703606523792,0.0,0.0,733.0,733.0,0.001,0.001,0.5000008213896374,1e-20,0.9999999990000004,0.0,2.0
1340.1606578375447,1.2183278707614046e-15,1.0,1.884556556839744,5.135110870844767,0.0,0.0,733.0,1466.0,0.001,0.001999,0.500001004633133,1e-20,0.9999999985000012,0.0,3.0
1340.5477673112696,1.218679788464791e-15,1.0,1.8850046323761878,5.136518541658312,0.0,0.0,733.0,2199.0,0.001,0.002997001,0.5000009607121843,1e-20,0.9999999980000022,0.0,4.0
1340.9349886027408,1.2190318078206738e-15,1.0,1.88545283734061,5.137926619081844,0.0,0.0,734.0,2932.0,0.001,0.003994003999,0.5000006898541358,1e-20,0.9999999975000031,0.0,5.0
1341.3223217442574,1.2193839288584161e-15,1.0,1.8859011717703968,5.139335103232813,0.0,0.0,734.0,3664.0,0.001,0.004990009995001,0.500000192286273,1e-20,0.9999999970000039,0.0,6.0
1341.7097667681276,1.2197361516073892e-15,1.0,1.8863496357029446,5.140743994228705,0.0,0.0,734.0,4396.0,0.001,0.005985019985005999,0.499999468235822,1e-20,0.999999996500004,0.0,7.0
1342.097323706669,1.220088476096972e-15,1.0,1.88679822917566,5.142153292187036,0.0,0.0,734.0,5127.0,0.001,0.006979034965020993,0.49999851792994904,1e-20,0.9999999960000036,0.0,8.0
1342.4849925922083,1.2204409023565533e-15,1.0,1.8872469522259623,5.143562997225362,0.0,0.0,734.0,5859.0,0.001,0.007972055930055972,0.4999973415957606,1e-20,0.9999999971605411,0.0,9.0
1342.8727734570818,1.2207934304155294e-15,1.0,1.887695804891279,5.144973109461265,0.0,0.0,735.0,6590.0,0.001,0.008964083874125915,0.49999593946030396,1e-20,0.9999999983210774,0.0,10.0
1343.2606663336353,1.2211460603033052e-15,1.0,1.8881447872090509,5.1463836290123695,0.0,0.0,735.0,7320.0,0.001,0.00995511979025179,0.4999943117505645,1e-20,0.9999999994816124,0.0,11.0
1343.6486712542235,1.2214987920492944e-15,1.0,1.888593899216728,5.1477945559963265,0.0,0.0,735.0,8051.0,0.001,0.010945164670461537,0.49999245869346653,1e-20,1.000000000642146,0.0,12.0
1344.0367882512107,1.221851625682919e-15,1.0,1.8890431409517714,5.1492058905308244,0.0,0.0,735.0,8781.0,0.001,0.011934219505791075,0.4999903805158729,1e-20,1.0000000018026773,0.0,13.0
1344.4250173569706,1.22220456123361e-15,1.0,1.8894925124516537,5.150617632733588,0.0,0.0,736.0,9511.0,0.001,0.012922285286285284,0.49998807744458496,1e-20,1.0000000029632068,0.0,14.0
1344.813358603886,1.2225575987308058e-15,1.0,1.889942013753858,5.152029782722372,0.0,0.0,736.0,10240.0,0.001,0.013909363000998999,0.499985549706342,1e-20,1.0000000057842728,0.0,15.0
1345.2018120243492,1.2229107382039543e-15,1.0,1.8903916448958773,5.153442340614965,0.0,0.0,736.0,10969.0,0.001,0.014895453637998,0.4999827975278224,1e-20,1.0000000086053364,0.0,16.0
1345.590377650762,1.2232639796825114e-15,1.0,1.8908414059152172,5.154855306529194,0.0,0.0,736.0,11698.0,0.001,0.015880558184360002,0.4999798211356404,1e-20,1.0000000114263974,0.0,17.0
1345.9790555155355,1.2236173231959416e-15,1.0,1.891291296849392,5.156268680582914,0.0,0.0,736.0,12427.0,0.001,0.01686467762617564,0.4999766207563474,1e-20,1.0000000142474552,0.0,18.0
1346.3678456510897,1.2239707687737184e-15,1.0,1.8917413177359292,5.157682462894021,0.0,0.0,737.0,13155.0,0.001,0.017847812948549466,0.4999731966164315,1e-20,1.00000001706851,0.0,19.0
1346.7567480898547,1.2243243164453227e-15,1.0,1.8921914686123649,5.1590966535804395,0.0,0.0,737.0,13883.0,0.001,0.018829965135600917,0.4999695489423173,1e-20,1.000000019889561,0.0,20.0
1347.1457628642695,1.2246779662402453e-15,1.0,1.892641749516248,5.16051125276013,0.0,0.0,737.0,14611.0,0.001,0.019811135170465316,0.4999656779603654,1e-20,1.0000000243711478,0.0,21.0
1347.5348900067827,1.2250317181879845e-15,1.0,1.8930921604851365,5.161926260551086,0.0,0.0,737.0,15338.0,0.001,0.02079132403529485,0.49996158389687356,1e-20,1.0000000288527306,0.0,22.0
1347.924129549852,1.2253855723180476e-15,1.0,1.8935427015566009,5.1633416770713385,0.0,0.0,737.0,16065.0,0.001,0.021770532711259557,0.49995726697807363,1e-20,1.0000000333343093,0.0,23.0
1348.313481525945,1.2257395286599503e-15,1.0,1.893993372768221,5.164757502438949,0.0,0.0,738.0,16792.0,0.001,0.022748762178548296,0.49995272743013264,1e-20,1.0000000378158838,0.0,24.0
