"agents,0,boundary,mass","agents,0,boundary,volume","agents,0,boundary,width","agents,0,boundary,length","agents,0,boundary,surface_area","agents,0,internal,protein","agents,1,boundary,mass","agents,1,boundary,volume","agents,1,boundary,width","agents,1,boundary,length","agents,1,boundary,surface_area","agents,1,internal,protein","total_global,mass","total_global,volume",time
1482.7864155889833,1.3466403290109736,1.0,2.047929052765275,5.648360703843045,42725113.18432058,1482.7864502942493,1.3466403605612156,1.0,2.047929092936291,5.6483608300440125,42725114.18432058,2965.5728658832327,2.6932806895721892,102.0
1484.2699615923314,1.3479876505354393,1.0,2.049644515809698,5.653749989940907,42767860.18432058,1484.2699962975973,1.3479876820856813,1.0,2.0496445559807137,5.653750116141875,42767861.18432058,2968.5399578899287,2.6959753326211207,103.0
1485.7549652168489,1.3493363287203013,1.0,2.0513617062077856,5.659144702680354,42810649.18432058,1485.7549999221148,1.349336360270543,1.0,2.0513617463788014,5.659144828881322,42810650.18432058,2971.5099651389637,2.698672688990844,104.0
1487.241461167802,1.350686332015317,1.0,2.053080583788523,5.664544715860419,42853481.18432058,1487.241495873068,1.350686363565559,1.0,2.0530806239595383,5.664544842061385,42853482.18432058,2974.48295704087,2.701372695580876,105.0
1488.7294147399248,1.352037691970729,1.0,2.0548011887229247,5.669950155682066,42896355.18432058,1488.7294494451908,1.352037723520971,1.0,2.0548012288939406,5.669950281883034,42896356.18432058,2977.4588641851155,2.7040754154917,106.0
1490.2188953437494,1.3533903770362952,1.0,2.056523480839976,5.675360895944331,42939273.18432058,1490.2189300490152,1.3533904085865371,1.0,2.056523521010992,5.675361022145299,42939274.18432058,2980.4378253927644,2.7067807856228323,107.0
1491.7098682740093,1.3547444503124995,1.0,2.0582475404817084,5.680777189049147,42982234.18432058,1491.7099029792753,1.354744481862741,1.0,2.058247580652724,5.680777315250114,42982235.18432058,2983.4197712532846,2.7094889321752404,108.0
1493.202333530705,1.3560998802490993,1.0,2.0599733274771053,5.6861989087955465,43025238.18432058,1493.2023682359709,1.356099911799341,1.0,2.0599733676481207,5.6861990349965135,43025239.18432058,2986.4047017666758,2.71219979204844,109.0
1494.6962911138364,1.3574566668460954,1.0,2.0617008418261675,5.691626055183532,43068285.18432058,1494.6963258191022,1.3574566983963372,1.0,2.061700881997183,5.691626181384498,43068286.18432058,2989.392616932939,2.714913365242433,110.0
1496.191706318137,1.3588148101034876,1.0,2.0634300835288943,5.6970586282130995,43111374.18432058,1496.1917410234032,1.3588148416537293,1.0,2.06343012369991,5.697058754414067,43111375.18432058,2992.38344734154,2.7176296517572167,111.0
1497.6886138488737,1.3601742784710336,1.0,2.0651610124142703,5.702496501683283,43154506.18432058,1497.6886485541397,1.3601743100212758,1.0,2.0651610525852866,5.702496627884253,43154507.18432058,2995.3772624030134,2.7203485884923095,112.0
1499.187083116578,1.3615351034989762,1.0,2.0668936686533126,5.707939801795055,43197683.18432058,1499.187083116578,1.361535135049218,1.0,2.066893708824328,5.707939927996021,43197683.18432058,2998.374166233156,2.7230702385481944,113.0
