internal_EIIglc,internal_g6p_c,internal_pep_c,internal_pyr_c,internal_LacY,internal_lcts_p,external_glc__D_e,external_lcts_e,global_volume,global_width,global_length,global_surface_area,time
0.0018,1.5886494827592,-1.4086494827592,1.5886494827592,0.0,0.0,0.8066204315619184,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,31.0
0.0018,1.636869355116877,-1.456869355116877,1.636869355116877,0.0,0.0,0.8007507581618165,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,32.0
0.0018,1.6848943699555519,-1.5048943699555517,1.6848943699555519,0.0,0.0,0.7949048304699927,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,33.0
0.0018,1.7327240488518305,-1.5527240488518304,1.7327240488518305,0.0,0.0,0.789082814540351,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,34.0
0.0018,1.7803579220732066,-1.6003579220732065,1.7803579220732066,0.0,0.0,0.7832845443189874,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,35.0
0.0018,1.8277955175236602,-1.64779551752366,1.8277955175236602,0.0,0.0,0.777510185859806,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,36.0
0.0018,1.8750363720295042,-1.695036372029504,1.8750363720295042,0.0,0.0,0.7717597391628067,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,37.0
0.0018,1.9220800258541293,-1.7420800258541291,1.9220800258541293,0.0,0.0,0.7660333702818937,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,38.0
0.0018,1.968926028530307,-1.7889260285303068,1.968926028530307,0.0,0.0,0.7603310792170668,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,39.0
0.0018,2.0155739333051095,-1.8355739333051093,2.0155739333051095,0.0,0.0,0.754652865968326,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,40.0
0.0018,2.0620232972250783,-1.8820232972250783,2.0620232972250783,0.0,0.0,0.7489987305356716,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,41.0
0.0018,2.108273681222257,-1.9282736812222567,2.108273681222257,0.0,0.0,0.7433688389730073,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,42.0
0.0018,2.1543246561016627,-1.9743246561016625,2.1543246561016627,0.0,0.0,0.7377631912803333,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,43.0
0.0018,2.2001757968428652,-2.020175796842865,2.2001757968428652,0.0,0.0,0.7321819535115536,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,44.0
0.0018,2.2458266886668694,-2.0658266886668692,2.2458266886668694,0.0,0.0,0.7266251256666681,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,45.0
0.0018,2.29127692126539,-2.11127692126539,2.29127692126539,0.0,0.0,0.721092707745677,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,46.0
0.0018,2.3365260888936343,-2.156526088893634,2.3365260888936343,0.0,0.0,0.7155846997485801,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,47.0
0.0018,2.3815737904639342,-2.201573790463934,2.3815737904639342,0.0,0.0,0.7101012677292815,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,48.0
0.0018,2.426419635772613,-2.2464196357726127,2.426419635772613,0.0,0.0,0.7046424116877813,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,49.0
0.0018,2.4710632395809515,-2.2910632395809514,2.4710632395809515,0.0,0.0,0.6992081316240794,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,50.0
0.0018,2.5155042217125665,-2.3355042217125663,2.5155042217125665,0.0,0.0,0.6937985935920797,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,51.0
0.0018,2.5597422134026164,-2.3797422134026163,2.5597422134026164,0.0,0.0,0.6884136315378785,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,52.0
0.0018,2.6037768449747216,-2.4237768449747215,2.6037768449747216,0.0,0.0,0.6830535775692836,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,53.0
0.0018,2.647607764774686,-2.467607764774686,2.647607764774686,0.0,0.0,0.6777182656323911,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,54.0
0.0018,2.691234620479633,-2.511234620479633,2.691234620479633,0.0,0.0,0.672407695727201,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,55.0
0.0018,2.7346570654516773,-2.554657065451677,2.7346570654516773,0.0,0.0,0.6671220339076174,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,56.0
0.0018,2.7778747652940483,-2.597874765294048,2.7778747652940483,0.0,0.0,0.6618612801736401,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,57.0
0.0018,2.8208873916254618,-2.6408873916254616,2.8208873916254618,0.0,0.0,0.6566256005791733,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,58.0
0.0018,2.863694628721012,-2.6836946287210117,2.863694628721012,0.0,0.0,0.6514148290703129,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,59.0
0.0018,2.9062961606324094,-2.726296160632409,2.9062961606324094,0.0,0.0,0.6462291317009629,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,60.0
0.0018,2.948691684365847,-2.7686916843658467,2.948691684365847,0.0,0.0,0.6410685084711233,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,61.0
0.0018,2.9908809034980717,-2.8108809034980715,2.9908809034980717,0.0,0.0,0.6359329593807942,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,62.0
0.0018,3.032863528286756,-2.852863528286756,3.032863528286756,0.0,0.0,0.6308226504838796,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,63.0
0.0018,3.0746392825246827,-2.8946392825246825,3.0746392825246827,0.0,0.0,0.6257374157264755,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,64.0
0.0018,3.1162078902498487,-2.9362078902498485,3.1162078902498487,0.0,0.0,0.6206774211624858,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,65.0
0.0018,3.1575690893448956,-2.9775690893448954,3.1575690893448956,0.0,0.0,0.6156426667919106,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,66.0
0.0018,3.1987226249503586,-3.0187226249503585,3.1987226249503586,0.0,0.0,0.610633318668654,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,67.0
0.0018,3.2396682564928176,-3.0596682564928175,3.2396682564928176,0.0,0.0,0.6056492107388118,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,68.0
0.0018,3.2804057440600394,-3.100405744060039,3.2804057440600394,0.0,0.0,0.6006905090562883,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,69.0
0.0018,3.3209348623443273,-3.140934862344327,3.3209348623443273,0.0,0.0,0.5957570475671792,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,70.0
0.0018,3.36125538684732,-3.1812553868473197,3.36125538684732,0.0,0.0,0.5908489923253886,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,71.0
0.0018,3.401367107996834,-3.221367107996834,3.401367107996834,0.0,0.0,0.5859663433309166,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,72.0
0.0018,3.441269824309733,-3.261269824309733,3.441269824309733,0.0,0.0,0.5811091005837631,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,73.0
0.0018,3.480963342511529,-3.300963342511529,3.480963342511529,0.0,0.0,0.5762774301378322,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,74.0
0.0018,3.520447484874364,-3.340447484874364,3.520447484874364,0.0,0.0,0.5714711659392198,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,75.0
0.0018,3.5597220749904026,-3.3797220749904024,3.5597220749904026,0.0,0.0,0.5666904740418299,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,76.0
0.0018,3.598786952329335,-3.418786952329335,3.598786952329335,0.0,0.0,0.5619353544456627,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,77.0
0.0018,3.6376419651871945,-3.4576419651871944,3.6376419651871945,0.0,0.0,0.557205641096814,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,78.0
0.0018,3.6762869634136774,-3.4962869634136773,3.6762869634136774,0.0,0.0,0.552501500049188,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,79.0
0.0018,3.714721813237283,-3.5347218132372826,3.714721813237283,0.0,0.0,0.5478229313027845,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,80.0
0.0018,3.752946390082712,-3.572946390082712,3.752946390082712,0.0,0.0,0.5431701009115075,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,81.0
0.0018,3.790960586225958,-3.610960586225958,3.790960586225958,0.0,0.0,0.5385428428214531,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,82.0
0.0018,3.8287642959478503,-3.64876429594785,3.8287642959478503,0.0,0.0,0.5339411570326213,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,83.0
0.0018,3.866357423099531,-3.6863574230995306,3.866357423099531,0.0,0.0,0.5293652095989162,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,84.0
0.0018,3.9037398888950463,-3.723739888895046,3.9037398888950463,0.0,0.0,0.5248148344664336,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,85.0
0.0018,3.9409116167935414,-3.7609116167935412,3.9409116167935414,0.0,0.0,0.5202900316351736,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,86.0
0.0018,3.977872540201137,-3.797872540201137,3.977872540201137,0.0,0.0,0.5157909671590403,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,87.0
0.0018,4.014622610402163,-3.8346226104021635,4.014622610402163,0.0,0.0,0.5113176410380336,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,88.0
0.0018,4.05116178901863,-3.871161789018631,4.05116178901863,0.0,0.0,0.5068698872182494,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,89.0
0.0018,4.087490040239197,-3.9074900402391974,4.087490040239197,0.0,0.0,0.5024478717535918,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,90.0
0.0018,4.1236073466493375,-3.9436073466493378,4.1236073466493375,0.0,0.0,0.4980514285901569,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,91.0
0.0018,4.159513693561846,-3.979513693561846,4.159513693561846,0.0,0.0,0.4936807237818486,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,92.0
0.0018,4.1952090850330865,-4.015209085033087,4.1952090850330865,0.0,0.0,0.48933575732866685,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,93.0
0.0018,4.230693536092186,-4.0506935360921865,4.230693536092186,0.0,0.0,0.4850163631767077,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,94.0
0.0018,4.265967064736026,-4.085967064736026,4.265967064736026,0.0,0.0,0.4807227073798752,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,95.0
0.0018,4.3010297082264435,-4.121029708226444,4.3010297082264435,0.0,0.0,0.4764547899381693,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,96.0
0.0018,4.335881515179149,-4.155881515179149,4.335881515179149,0.0,0.0,0.472212444797686,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,97.0
0.0018,4.370522537416369,-4.19052253741637,4.370522537416369,0.0,0.0,0.4679958380123293,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,98.0
0.0018,4.40495284654706,-4.22495284654706,4.40495284654706,0.0,0.0,0.4638048035281952,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,99.0
0.0018,4.439172517544389,-4.259172517544389,4.439172517544389,0.0,0.0,0.45963934134528367,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,100.0
0.0018,4.4731816370982225,-4.293181637098223,4.4731816370982225,0.0,0.0,0.45549961751749873,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,101.0
0.0018,4.506980312205946,-4.326980312205946,4.506980312205946,0.0,0.0,0.4513854659909364,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,102.0
0.0018,4.540568653462855,-4.360568653462855,4.540568653462855,0.0,0.0,0.4472968867655966,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,103.0
0.0018,4.573946783556566,-4.393946783556566,4.573946783556566,0.0,0.0,0.4432338798414794,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,104.0
0.0018,4.607114837391428,-4.427114837391429,4.607114837391428,0.0,0.0,0.43919644521858475,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,105.0
0.0018,4.640072962212535,-4.460072962212536,4.640072962212535,0.0,0.0,0.43518458289691275,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,106.0
0.0018,4.672821317729285,-4.492821317729286,4.672821317729285,0.0,0.0,0.43119829287646333,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,107.0
0.0018,4.705360076238465,-4.525360076238465,4.705360076238465,0.0,0.0,0.4272375751572365,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,108.0
0.0018,4.737689422746805,-4.557689422746805,4.737689422746805,0.0,0.0,0.42330226368532814,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,109.0
0.0018,4.76980954624021,-4.58980954624021,4.76980954624021,0.0,0.0,0.4193925245146424,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,110.0
0.0018,4.801720657412977,-4.621720657412977,4.801720657412977,0.0,0.0,0.41550819159127517,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,111.0
0.0018,4.833422971082678,-4.653422971082678,4.833422971082678,0.0,0.0,0.41164926491522646,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,112.0
0.0018,4.864916715113717,-4.684916715113717,4.864916715113717,0.0,0.0,0.4078157444864963,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,113.0
0.0018,4.896202130536178,-4.716202130536178,4.896202130536178,0.0,0.0,0.40400746425118067,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,114.0
0.0018,4.927279462566174,-4.7472794625661745,4.927279462566174,0.0,0.0,0.4002245902631836,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,115.0
0.0018,4.958148978820206,-4.778148978820206,4.958148978820206,0.0,0.0,0.396466956468601,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,116.0
0.0018,4.988810951235857,-4.8088109512358574,4.988810951235857,0.0,0.0,0.39273456286743286,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,117.0
0.0018,5.019265665235599,-4.839265665235599,5.019265665235599,0.0,0.0,0.38902740945967923,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,118.0
0.0018,5.049513419841095,-4.869513419841096,5.049513419841095,0.0,0.0,0.3853454962453401,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,119.0
0.0018,5.07955452778658,-4.89955452778658,5.07955452778658,0.0,0.0,0.38168882322441544,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,120.0
0.0018,5.109389315631239,-4.929389315631239,5.109389315631239,0.0,0.0,0.3780572243430012,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,121.0
0.0018,5.139018114426957,-4.959018114426957,5.139018114426957,0.0,0.0,0.37445069960109745,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,122.0
0.0018,5.168441269123343,-4.988441269123343,5.168441269123343,0.0,0.0,0.37086924899870416,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,123.0
0.0018,5.197659138676633,-5.017659138676633,5.197659138676633,0.0,0.0,0.3673127064819173,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,124.0
0.0018,5.226672086564842,-5.0466720865648425,5.226672086564842,0.0,0.0,0.3637810720507368,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,125.0
0.0018,5.255480490337745,-5.075480490337745,5.255480490337745,0.0,0.0,0.3602743457051627,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,126.0
0.0018,5.284084741722039,-5.10408474172204,5.284084741722039,0.0,0.0,0.356792527445195,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,127.0
0.0018,5.3124852467252905,-5.132485246725291,5.3124852467252905,0.0,0.0,0.3533354512169297,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,128.0
0.0018,5.340682415946798,-5.160682415946798,5.340682415946798,0.0,0.0,0.34990311702036675,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,129.0
0.0018,5.368676674321142,-5.188676674321142,5.368676674321142,0.0,0.0,0.34649552485550617,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,130.0
0.0018,5.396468461218028,-5.216468461218028,5.396468461218028,0.0,0.0,0.3431125086684439,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,131.0
0.0018,5.424058220599339,-5.24405822059934,5.424058220599339,0.0,0.0,0.339754234513084,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,132.0
0.0018,5.451446420899186,-5.271446420899187,5.451446420899186,0.0,0.0,0.3364203702816184,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,133.0
0.0018,5.478633525195388,-5.298633525195388,5.478633525195388,0.0,0.0,0.33311108202795114,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,134.0
0.0018,5.505620021177622,-5.325620021177622,5.505620021177622,0.0,0.0,0.3298262036981781,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,135.0
0.0018,5.532406401157458,-5.352406401157459,5.532406401157458,0.0,0.0,0.3265657352922994,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,136.0
0.0018,5.558993172150602,-5.378993172150603,5.558993172150602,0.0,0.0,0.32332951075641087,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,137.0
0.0018,5.585380845725366,-5.405380845725366,5.585380845725366,0.0,0.0,0.3201175300905126,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,138.0
0.0018,5.611569948181573,-5.431569948181573,5.611569948181573,0.0,0.0,0.3169296272407005,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,139.0
0.0018,5.63756101029604,-5.457561010296041,5.63756101029604,0.0,0.0,0.31376596826087866,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,140.0
0.0018,5.663354587988597,-5.483354587988598,5.663354587988597,0.0,0.0,0.310626221043239,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,141.0
0.0018,5.688951231283256,-5.508951231283256,5.688951231283256,0.0,0.0,0.3075105516416855,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,142.0
0.0018,5.714351515461156,-5.5343515154611564,5.714351515461156,0.0,0.0,0.30441879400231414,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,143.0
0.0018,5.7395560202593225,-5.559556020259323,5.7395560202593225,0.0,0.0,0.3013507820712209,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,144.0
0.0018,5.764565329749184,-5.584565329749184,5.764565329749184,0.0,0.0,0.2983065158484058,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,145.0
0.0018,5.789380042853026,-5.609380042853027,5.789380042853026,0.0,0.0,0.2952859953338688,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,146.0
0.0018,5.814000773418277,-5.634000773418277,5.814000773418277,0.0,0.0,0.29228905447370584,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,147.0
0.0018,5.838428139551171,-5.658428139551171,5.838428139551171,0.0,0.0,0.28931569326791695,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,148.0
0.0018,5.862662774277239,-5.682662774277239,5.862662774277239,0.0,0.0,0.2863657456625981,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,149.0
0.0018,5.886705314772306,-5.706705314772306,5.886705314772306,0.0,0.0,0.28343921165774927,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,150.0
0.0018,5.910556413118832,-5.7305564131188325,5.910556413118832,0.0,0.0,0.2805359251994664,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,151.0
0.0018,5.934216725434414,-5.754216725434414,5.934216725434414,0.0,0.0,0.2776558862877495,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,152.0
0.0018,5.957686922723767,-5.777686922723768,5.957686922723767,0.0,0.0,0.27479892886869456,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,153.0
0.0018,5.980967679904946,-5.8009676799049466,5.980967679904946,0.0,0.0,0.27196505294230156,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,154.0
0.0018,6.004059686756727,-5.824059686756727,6.004059686756727,0.0,0.0,0.2691542585085705,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,155.0
0.0018,6.026963647976607,-5.846963647976607,6.026963647976607,0.0,0.0,0.2663663795135973,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,156.0
0.0018,6.049680272053849,-5.8696802720538495,6.049680272053849,0.0,0.0,0.263601249903478,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,157.0
0.0018,6.0722102711273305,-5.892210271127331,6.0722102711273305,0.0,0.0,0.26085886967821253,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,158.0
0.0018,6.094554372122898,-5.914554372122899,6.094554372122898,0.0,0.0,0.25813907278389686,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,159.0
