internal_porin,internal_AcrAB-TolC,internal_antibiotic,external_antibiotic,fluxes_antibiotic_import,fluxes_antibiotic_export,exchange_antibiotic,global_growth_rate,global_mass,global_volume,global_mmol_to_counts,global_prior_mass,global_density,time
1.0,1.0,0.0011215543795023318,0.9986549633555897,6.247020339657255e-05,3.5252310654344684e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,18.0
1.0,1.0,0.0011836496747437385,0.9985802390975669,6.246844918051642e-05,3.731539391097155e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,19.0
1.0,1.0,0.001245722596468241,0.9985055148395441,6.246669480046164e-05,3.937730759591098e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,20.0
1.0,1.0,0.00130777315619778,0.9984307905815213,6.246494025638522e-05,4.143805268463654e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,21.0
1.0,1.0,0.0013698013654445294,0.9983560663234985,6.246318554826416e-05,4.349763015147547e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,22.0
1.0,1.0,0.0014318072357109087,0.9982813420654757,6.246143067607545e-05,4.5556040969610283e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,23.0
1.0,1.0,0.001493790778489594,0.9982066178074529,6.245967563979607e-05,4.76132861110806e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,24.0
1.0,1.0,0.0015557520052635293,0.9981318935494301,6.245792043940303e-05,4.966936654678479e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,25.0
1.0,1.0,0.0016176909275059377,0.9980571692914073,6.245616507487327e-05,5.172428324648175e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,26.0
1.0,1.0,0.0016796075566803336,0.9979824450333845,6.24544095461838e-05,5.377803717879258e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,27.0
1.0,1.0,0.0017415019042405333,0.9979077207753617,6.245265385331159e-05,5.583062931120226e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,28.0
1.0,1.0,0.0018033739816306661,0.9978329965173389,6.245089799623357e-05,5.788206061006147e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,29.0
1.0,1.0,0.001865223800285187,0.9977582722593161,6.244914197492674e-05,5.993233204058813e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,30.0
1.0,1.0,0.0019270513716288862,0.9976835480012933,6.244738578936803e-05,6.198144456686927e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,31.0
1.0,1.0,0.001988856707076902,0.9976088237432705,6.24456294395344e-05,6.402939915186259e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,32.0
1.0,1.0,0.002050639818034731,0.9975340994852477,6.244387292540282e-05,6.607619675739828e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,33.0
1.0,1.0,0.0021124007158982395,0.9974593752272249,6.244211624695023e-05,6.812183834418052e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,34.0
1.0,1.0,0.0021741394120536753,0.9973846509692021,6.244035940415355e-05,7.016632487178947e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,35.0
1.0,1.0,0.002235855917877678,0.9973099267111794,6.243860239698973e-05,7.220965729868259e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,36.0
1.0,1.0,0.002297550244737292,0.9972352024531566,6.24368452254357e-05,7.425183658219663e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,37.0
1.0,1.0,0.0023592224039899745,0.9971604781951338,6.243508788946838e-05,7.629286367854915e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,38.0
1.0,1.0,0.002420872406983611,0.997085753937111,6.243333038906473e-05,7.833273954284019e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,39.0
1.0,1.0,0.002482500265056522,0.9970110296790882,6.243157272420161e-05,8.037146512905409e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,40.0
1.0,1.0,0.0025441059895374776,0.9969363054210654,6.242981489485597e-05,8.240904139006094e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,41.0
1.0,1.0,0.0026056895917457063,0.9968615811630426,6.242805690100473e-05,8.444546927761845e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,42.0
1.0,1.0,0.0026672510829909074,0.9967868569050198,6.242629874262478e-05,8.648074974237344e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,43.0
1.0,1.0,0.002728790474573262,0.996712132646997,6.242454041969302e-05,8.851488373386364e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,44.0
1.0,1.0,0.002790307777783443,0.9966374083889742,6.242278193218635e-05,9.054787220051931e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,45.0
1.0,1.0,0.0028518030039026278,0.9965626841309514,6.242102328008167e-05,9.257971608966482e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,46.0
1.0,1.0,0.0029132761642025086,0.9964879598729286,6.241926446335586e-05,9.461041634752038e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,47.0
1.0,1.0,0.002974727269945302,0.9964132356149058,6.241750548198581e-05,9.66399739192037e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,48.0
1.0,1.0,0.0030361563323837632,0.996338511356883,6.24157463359484e-05,9.86683897487315e-07,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,49.0
1.0,1.0,0.0030975633627611937,0.9962637870988602,6.24139870252205e-05,1.0069566477902142e-06,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,50.0
1.0,1.0,0.0031589483723114538,0.9961890628408374,6.241222754977898e-05,1.0272179995189337e-06,0.0,0.0,1339.0,1.2172727272727273,733058.7706945455,1339.0,1100.0,51.0
